name,orf,desc,introns,status,sgd,extra,chr_loc,start,stop,orf_start,orf_stop
NTH1,YDR001C,"Neutral trehalase, degrades trehalose; required for thermotolerance and may mediate resistance to other cellular stresses; phosphorylated and activated by Cdc28p at the G1/S phase transition to coordinately regulate carbohydrate metabolism and the cell cycle; inhibited by Dcs1p; NTH1 has a paralog, NTH2, that arose from the whole genome duplication",[],Verified ORF,S000002408,reverse complement,4.0,452475.0,450220.0,452728.0,450152.0
YRB1,YDR002W,"Ran GTPase binding protein; involved in nuclear protein import and RNA export, ubiquitin-mediated protein degradation during the cell cycle; shuttles between the nucleus and cytoplasm; is essential; homolog of human RanBP1",[],Verified ORF,S000002409,[],4.0,453045.0,453650.0,453016.0,453834.0
RCR2,YDR003W,"Vacuolar protein; presumably functions within the endosomal-vacuolar trafficking pathway, affecting events that determine whether plasma membrane proteins are degraded or routed to the plasma membrane; RCR2 has a paralog, RCR1, that arose from the whole genome duplication",[],Verified ORF,S000002410,[],4.0,454122.0,454754.0,454077.0,455071.0
RAD57,YDR004W,Protein that stimulates strand exchange; stimulates strand exchange by stabilizing the binding of Rad51p to single-stranded DNA; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; forms heterodimer with Rad55p,[],Verified ORF,S000002411,[],4.0,455201.0,456583.0,455228.0,456732.0
MAF1,YDR005C,"Highly conserved negative regulator of RNA polymerase III; involved in tRNA processing and stability; inhibits tRNA degradation via rapid tRNA decay (RTD) pathway; binds N-terminal domain of Rpc160p subunit of Pol III to prevent closed-complex formation; regulated by phosphorylation mediated by TORC1, protein kinase A, Sch9p, casein kinase 2; localizes to cytoplasm during vegetative growth and translocates to nucleus and nucleolus under stress conditions",[458098 458017],Verified ORF,S000002412,"reverse complement, intron sequence removed",4.0,458103.0,456836.0,458220.0,456683.0
SOK1,YDR006C,Protein of unknown function; overexpression suppresses the growth defect of mutants lacking protein kinase A activity; involved in cAMP-mediated signaling; localized to the nucleus; similar to the mouse testis-specific protein PBS13,[],Verified ORF,S000002413,reverse complement,4.0,461247.0,458542.0,461376.0,458443.0
TRP1,YDR007W,"Phosphoribosylanthranilate isomerase; catalyzes the third step in tryptophan biosynthesis; in 2004, the sequence of TRP1 from strain S228C was updated by changing the previously annotated internal STOP (TAA) to serine (TCA); enhances vegetative growth at low and high temperatures when used as an auxotrophic marker in strains such as W303",[],Verified ORF,S000002414,[],4.0,461842.0,462516.0,461814.0,462616.0
YDR008C,YDR008C,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps TRP1/YDR007W on opposite strand",[],Dubious ORF,S000002415,reverse complement,4.0,462602.0,462252.0,,
GAL3,YDR009W,"Transcriptional regulator; involved in activation of the GAL genes in response to galactose; forms a complex with Gal80p to relieve Gal80p inhibition of Gal4p; binds galactose and ATP but does not have galactokinase activity; GAL3 has a paralog, GAL1, that arose from the whole genome duplication",[],Verified ORF,S000002416,[],4.0,463434.0,464996.0,463363.0,465083.0
YDR010C,YDR010C,Putative protein of unknown function; conserved across S. cerevisiae strains,[],Uncharacterized ORF,S000002417,reverse complement,4.0,465383.0,465051.0,,
SNQ2,YDR011W,Plasma membrane ATP-binding cassette (ABC) transporter; multidrug transporter involved in multidrug resistance and resistance to singlet oxygen species,[],Verified ORF,S000002418,[],4.0,465919.0,470424.0,465604.0,470596.0
RPL4B,YDR012W,"Ribosomal 60S subunit protein L4B; homologous to mammalian ribosomal protein L4 and bacterial L4; RPL4B has a paralog, RPL4A, that arose from the whole genome duplication",[],Verified ORF,S000002419,[],4.0,471853.0,472941.0,471821.0,473018.0
PSF1,YDR013W,"Subunit of the GINS complex (Sld5p, Psf1p, Psf2p, Psf3p); complex is localized to DNA replication origins and implicated in assembly of the DNA replication machinery",[],Verified ORF,S000002420,[],4.0,473157.0,473783.0,473141.0,473874.0
RAD61,YDR014W,Subunit of a complex that inhibits sister chromatid cohesion; also negatively regulates chromosome condensation; inhibited by Eco1p-acetylated cohesin subunits Smc3p and Mcd1p; binds Smc3p ATPase head of cohesin; related to the human Wapl protein that controls the association of cohesin with chromatin,[],Verified ORF,S000002421,[],4.0,474046.0,475989.0,473995.0,476209.0
YDR015C,YDR015C,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene HED1/YDR014W-A",[],Dubious ORF,S000002422,reverse complement,4.0,478199.0,477960.0,,
DAD1,YDR016C,Essential subunit of the Dam1 complex (aka DASH complex); complex couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis,[],Verified ORF,S000002423,reverse complement,4.0,478758.0,478474.0,478791.0,478355.0
KCS1,YDR017C,"Inositol hexakisphosphate and inositol heptakisphosphate kinase; generation of high energy inositol pyrophosphates by Kcs1p is required for many processes such as vacuolar biogenesis, stress response, RNA polymerase I-mediated rRNA transcription and telomere maintenance; inositol hexakisphosphate is also known as IP6; inositol heptakisphosphate is also known as IP7",[],Verified ORF,S000002424,reverse complement,4.0,482267.0,479115.0,482343.0,478942.0
YDR018C,YDR018C,"Probable membrane protein with three predicted transmembrane domains; similar to C. elegans F55A11.5 and maize 1-acyl-glycerol-3-phosphate acyltransferase; YDR018C has a paralog, CST26, that arose from the whole genome duplication",[],Uncharacterized ORF,S000002425,reverse complement,4.0,483860.0,482670.0,483873.0,482497.0
GCV1,YDR019C,"T subunit of the mitochondrial glycine decarboxylase complex; glycine decarboxylase is required for the catabolism of glycine to 5,10-methylene-THF; expression is regulated by levels of levels of 5,10-methylene-THF in the cytoplasm",[],Verified ORF,S000002426,reverse complement,4.0,485365.0,484163.0,485375.0,483984.0
DAS2,YDR020C,Putative protein of unknown function; non-essential gene identified in a screen for mutants with increased levels of rDNA transcription; weak similarity with uridine kinases and with phosphoribokinases,[],Uncharacterized ORF,S000002427,reverse complement,4.0,486444.0,485746.0,486545.0,485331.0
FAL1,YDR021W,Nucleolar protein required for maturation of 18S rRNA; member of the eIF4A subfamily of DEAD-box ATP-dependent RNA helicases; 18S rRNA biogenesis defect of the null mutant is functionally complemented by human EIF4A3,[],Verified ORF,S000002428,[],4.0,486804.0,488003.0,486697.0,488061.0
ATG31,YDR022C,"Autophagy-specific protein required for autophagosome formation; forms a complex with Atg17p and Atg29p that localizes other proteins to the pre-autophagosomal structure; constitutively phosphorylated, and phosphorylation of residue S174 is required for function; high-copy suppressor of CIK1 deletion",[],Verified ORF,S000002429,reverse complement,4.0,488662.0,488072.0,488689.0,487935.0
SES1,YDR023W,"Cytosolic seryl-tRNA synthetase; class II aminoacyl-tRNA synthetase that aminoacylates tRNA(Ser), displays tRNA-dependent amino acid recognition which enhances discrimination of the serine substrate, interacts with peroxin Pex21p",[],Verified ORF,S000002430,[],4.0,489508.0,490896.0,489484.0,491029.0
FYV1,YDR024W,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; mutation decreases survival upon exposure to K1 killer toxin",[],Dubious ORF,S000002431,[],4.0,491017.0,491502.0,489486.0,492421.0
RPS11A,YDR025W,"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S11 and bacterial S17; N-terminally propionylated in vivo; RPS11A has a paralog, RPS11B, that arose from the whole genome duplication",[491559 491899],Verified ORF,S000002432,intron sequence removed,4.0,491515.0,492324.0,491501.0,492414.0
NSI1,YDR026C,"RNA polymerase I termination factor; binds to rDNA terminator element, required for efficient Pol I termination; required for rDNA silencing at NTS1; facilities association of Sir2p with NTS1, contributes to rDNA stability and cell longevity; interacts physically with Fob1p and RENT subunits, Sir2p and Net1p; may interact with ribosomes, based on co-purification experiments; Myb-like DNA-binding protein; NSI1 has a paralog, REB1, that arose from the whole genome duplication",[],Verified ORF,S000002433,reverse complement,4.0,494268.0,492556.0,494411.0,492467.0
VPS54,YDR027C,"Component of the GARP (Golgi-associated retrograde protein) complex; GARP is required for the recycling of proteins from endosomes to the late Golgi, and for mitosis after DNA damage induced checkpoint arrest; potentially phosphorylated by Cdc28p; members of the GARP complex are Vps51p-Vps52p-Vps53p-Vps54p",[],Verified ORF,S000002434,reverse complement,4.0,497318.0,494649.0,497441.0,494564.0
REG1,YDR028C,"Regulatory subunit of type 1 protein phosphatase Glc7p; involved in negative regulation of glucose-repressible genes; involved in regulation of the nucleocytoplasmic shuttling of Hxk2p; REG1 has a paralog, REG2, that arose from the whole genome duplication",[],Verified ORF,S000002435,reverse complement,4.0,500879.0,497835.0,501393.0,497553.0
YDR029W,YDR029W,Putative protein of unknown function; conserved among S. cerevisiae strains; YDR029W is not an essential gene,[],Uncharacterized ORF,S000002436,[],4.0,501100.0,501414.0,,
RAD28,YDR030C,Protein involved in DNA repair; related to the human CSA protein that is involved in transcription-coupled repair nucleotide excision repair,[],Verified ORF,S000002437,reverse complement,4.0,503273.0,501753.0,503281.0,501615.0
MIX14,YDR031W,Mitochondrial intermembrane space protein of unknown function; required for normal oxygen consumption; contains twin cysteine-x9-cysteine motifs; protein abundance increases in response to DNA replication stress,[],Verified ORF,S000002438,[],4.0,503498.0,503863.0,503473.0,504011.0
PST2,YDR032C,"Protein with similarity to a family of flavodoxin-like proteins; induced by oxidative stress in a Yap1p dependent manner; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; protein abundance increases in response to DNA replication stress; PST2 has a paralog, RFS1, that arose from the whole genome duplication",[],Verified ORF,S000002439,reverse complement,4.0,504695.0,504099.0,504760.0,503942.0
MRH1,YDR033W,"Protein that localizes primarily to the plasma membrane; also found at the nuclear envelope; long-lived protein that is asymmetrically retained in the plasma membrane of mother cells; the authentic, non-tagged protein is detected in mitochondria in a phosphorylated state; null mutation confers sensitivity to acetic acid",[],Verified ORF,S000002440,[],4.0,508147.0,509109.0,507901.0,509591.0
LYS14,YDR034C,Transcriptional activator involved in regulating lysine biosynthesis; involved in the regulation of genes of the lysine biosynthesis pathway; requires 2-aminoadipate semialdehyde as co-inducer,[],Verified ORF,S000002441,reverse complement,4.0,512109.0,509737.0,512237.0,509664.0
ARO3,YDR035W,3-deoxy-D-arabino-heptulosonate-7-phosphate (DAHP) synthase; catalyzes the first step in aromatic amino acid biosynthesis and is feedback-inhibited by phenylalanine or high concentration of tyrosine or tryptophan,[],Verified ORF,S000002442,[],4.0,521816.0,522928.0,521790.0,523154.0
EHD3,YDR036C,3-hydroxyisobutyryl-CoA hydrolase; member of a family of enoyl-CoA hydratase/isomerases; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; phosphorylated; mutation affects fluid-phase endocytosis,[],Verified ORF,S000002443,reverse complement,4.0,524713.0,523211.0,524723.0,523076.0
KRS1,YDR037W,Lysyl-tRNA synthetase,[],Verified ORF,S000002444,[],4.0,525440.0,527215.0,525399.0,527281.0
ENA5,YDR038C,Protein with similarity to P-type ATPase sodium pumps; member of the Na+ efflux ATPase family,[],Verified ORF,S000002445,reverse complement,4.0,530697.0,527422.0,,
ENA2,YDR039C,P-type ATPase sodium pump; involved in Na+ efflux to allow salt tolerance; likely not involved in Li+ efflux,[],Verified ORF,S000002446,reverse complement,4.0,534582.0,531307.0,,
ENA1,YDR040C,P-type ATPase sodium pump; involved in Na+ and Li+ efflux to allow salt tolerance,[],Verified ORF,S000002447,reverse complement,4.0,538467.0,535192.0,,
RSM10,YDR041W,"Mitochondrial ribosomal protein of the small subunit; has similarity to E. coli S10 ribosomal protein; essential for viability, unlike most other mitoribosomal proteins",[],Verified ORF,S000002448,[],4.0,539803.0,540414.0,539795.0,540575.0
YDR042C,YDR042C,Putative protein of unknown function; expression is increased in ssu72-ts69 mutant,[],Uncharacterized ORF,S000002449,reverse complement,4.0,541203.0,540601.0,541261.0,540500.0
NRG1,YDR043C,Transcriptional repressor; recruits the Cyc8p-Tup1p complex to promoters; mediates glucose repression and negatively regulates a variety of processes including filamentous growth and alkaline pH response; activated in stochastic pulses of nuclear localization in response to low glucose,[],Verified ORF,S000002450,reverse complement,4.0,543369.0,542674.0,543569.0,542633.0
HEM13,YDR044W,Coproporphyrinogen III oxidase; oxygen-requiring enzyme that catalyzes sixth step in heme biosynthetic pathway; transcription is repressed by oxygen and heme (via Rox1p and Hap1p); human homolog CPOX can complement yeast mutant and allow growth of haploid null after sporulation of a heterozygous diploid,[],Verified ORF,S000002451,[],4.0,546642.0,547628.0,546599.0,547765.0
RPC11,YDR045C,RNA polymerase III subunit C11; mediates pol III RNA cleavage activity and is important for termination of transcription; homologous to TFIIS,[],Verified ORF,S000002452,reverse complement,4.0,548310.0,547978.0,548465.0,547758.0
BAP3,YDR046C,"Amino acid permease; involved in uptake of cysteine, leucine, isoleucine and valine; BAP3 has a paralog, BAP2, that arose from the whole genome duplication",[],Verified ORF,S000002453,reverse complement,4.0,550576.0,548762.0,550666.0,548681.0
HEM12,YDR047W,Uroporphyrinogen decarboxylase; catalyzes the fifth step in the heme biosynthetic pathway; localizes to both the cytoplasm and nucleus; a hem12 mutant has phenotypes similar to patients with porphyria cutanea tarda,[],Verified ORF,S000002454,[],4.0,551860.0,552948.0,551733.0,553024.0
YDR048C,YDR048C,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps ORF VMS1/YDR049W",[],Dubious ORF,S000002455,reverse complement,4.0,553398.0,553084.0,,
VMS1,YDR049W,"Component of a Cdc48p-complex involved in protein quality control; exhibits cytosolic and ER-membrane localization, with Cdc48p, during normal growth, and contributes to ER-associated degradation (ERAD) of specific substrates at a step after their ubiquitination; forms a mitochondrially-associated complex with Cdc48p and Npl4p under oxidative stress that is required for ubiquitin-mediated mitochondria-associated protein degradation (MAD); conserved in C. elegans and humans",[],Verified ORF,S000002456,[],4.0,553254.0,555152.0,553217.0,555269.0
TPI1,YDR050C,"Triose phosphate isomerase, abundant glycolytic enzyme; mRNA half-life is regulated by iron availability; transcription is controlled by activators Reb1p, Gcr1p, and Rap1p through binding sites in the 5' non-coding region; inhibition of Tpi1p activity by PEP (phosphoenolpyruvate) stimulates redox metabolism in respiring cells; E104D mutation in human homolog TPI1 causes a rare autosomal disease; human TPI1 can complement yeast null mutant",[],Verified ORF,S000002457,reverse complement,4.0,556472.0,555726.0,556502.0,555649.0
DET1,YDR051C,Acid phosphatase; involved in the non-vesicular transport of sterols in both directions between the endoplasmic reticulum and plasma membrane; deletion confers sensitivity to nickel,[],Verified ORF,S000002458,reverse complement,4.0,558060.0,557056.0,558106.0,556999.0
DBF4,YDR052C,Regulatory subunit of Cdc7p-Dbf4p kinase complex; required for Cdc7p kinase activity and initiation of DNA replication; phosphorylates the Mcm2-7 family of proteins; cell cycle regulated; relative distribution to the nucleus increases upon DNA replication stress; co-expression of human CDC7 and DBF4 complements single cdc7 or dbf4 null mutations or the cdc7 dbf4 double null mutation,[],Verified ORF,S000002459,reverse complement,4.0,560625.0,558511.0,560779.0,558270.0
YDR053W,YDR053W,Putative protein of unknown function; open reading frame overlaps 5' end of essential DBF4 gene encoding the regulatory subunit of the Cdc7p-Dbf4p kinase complex,[],Dubious ORF,S000002460,[],4.0,560249.0,560644.0,,
CDC34,YDR054C,"Ubiquitin-conjugating enzyme (E2); catalytic subunit of SCF ubiquitin-protein ligase complex (together with Skp1p, Rbx1p, Cdc53p, and an F-box protein) that regulates cell cycle progression by targeting key substrates for degradation; protein abundance increases in response to DNA replication stress; human CDC34 functionally complements the thermosensitivity of the cdc34-2 mutant",[],Verified ORF,S000002461,reverse complement,4.0,562327.0,561440.0,562516.0,560953.0
PST1,YDR055W,"Cell wall protein that contains a putative GPI-attachment site; secreted by regenerating protoplasts; up-regulated by activation of the cell integrity pathway, as mediated by Rlm1p; upregulated by cell wall damage via disruption of FKS1; PST1 has a paralog, ECM33, that arose from the whole genome duplication",[],Verified ORF,S000002462,[],4.0,563527.0,564861.0,563466.0,564990.0
EMC10,YDR056C,Putative protein of unknown function; subunit of evolutionarily conserved EMC (Endoplasmic Reticulum Membrane Complex) implicated in ERAD (ER-associated degradation) and proper assembly of multi-pass transmembrane (TM) proteins; EMC acts in yeast as an ER-mitochondria tether that interacts with outer membrane protein Tom5p of TOM (Translocase of the Mitochondrial Outer Membrane) complex; YDR056C is not an essential protein,[],Uncharacterized ORF,S000002463,reverse complement,4.0,565640.0,565023.0,565698.0,564919.0
YOS9,YDR057W,"ER quality-control lectin; integral subunit of the HRD ligase; participates in efficient ER retention of misfolded proteins by recognizing them and delivering them to Hrd1p; binds to glycans with terminal alpha-1,6 linked mannose on misfolded N-glycosylated proteins and participates in targeting proteins to ERAD; member of the OS-9 protein family",[],Verified ORF,S000002464,[],4.0,565927.0,567555.0,565896.0,567741.0
TGL2,YDR058C,Triacylglycerol lipase that is localized to the mitochondria; has lipolytic activity towards triacylglycerols and diacylglycerols when expressed in E. coli,[],Verified ORF,S000002465,reverse complement,4.0,568703.0,567723.0,568742.0,567568.0
UBC5,YDR059C,"Ubiquitin-conjugating enzyme; mediates selective degradation of short-lived, abnormal, or excess proteins, including histone H3; central component of the cellular stress response; expression is heat inducible; protein abundance increases in response to DNA replication stress; UBC5 has a paralog, UBC4, that arose from the whole genome duplication",[569724 569633],Verified ORF,S000002466,"reverse complement, intron sequence removed",4.0,569770.0,569234.0,569816.0,569124.0
MAK21,YDR060W,Constituent of 66S pre-ribosomal particles; required for large (60S) ribosomal subunit biogenesis; acts as part of a Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription and has a role in bigenesis of the large ribosomal subunit; involved in nuclear export of pre-ribosomes; required for maintenance of dsRNA virus; homolog of human CAATT-binding protein,[],Verified ORF,S000002467,[],4.0,570649.0,573726.0,570599.0,573814.0
YDR061W,YDR061W,Protein with similarity to ABC transporter family members; lacks predicted membrane-spanning regions; transcriptionally activated by Yrm1p along with genes involved in multidrug resistance,[],Uncharacterized ORF,S000002468,[],4.0,574164.0,575783.0,574109.0,575893.0
LCB2,YDR062W,"Component of serine palmitoyltransferase; responsible along with Lcb1p for the first committed step in sphingolipid synthesis, which is the condensation of serine with palmitoyl-CoA to form 3-ketosphinganine",[],Verified ORF,S000002469,[],4.0,576474.0,578159.0,576107.0,578443.0
AIM7,YDR063W,Protein that interacts with Arp2/3 complex; interacts with Arp2/3 complex to stimulate actin filament debranching and inhibit actin nucleation; has similarity to Cof1p and also to human glia maturation factor (GMF); null mutant displays elevated mitochondrial genome loss,[],Verified ORF,S000002470,[],4.0,578663.0,579112.0,578586.0,579187.0
RPS13,YDR064W,Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S13 and bacterial S15,[579478 580018],Verified ORF,S000002471,intron sequence removed,4.0,579458.0,580452.0,579437.0,580535.0
RRG1,YDR065W,"Protein of unknown function; required for efficient 5' processing of mitochondrial tRNAs, for respiratory growth and mitochondrial genome maintenance; required for vacuolar acidification; localizes to the matrix side of the inner mitochondrial membrane",[],Verified ORF,S000002472,[],4.0,580687.0,581784.0,580650.0,582368.0
RTR2,YDR066C,"Protein of unknown function; exhibits genetic interactions with Rtr1p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YDR066C is not an essential gene; relocalizes from nucleus to cytoplasmic foci upon DNA replication stress; RTR2 has a paralog, RTR1, that arose from the whole genome duplication",[],Verified ORF,S000002473,reverse complement,4.0,582498.0,581908.0,582620.0,581804.0
OCA6,YDR067C,Cytoplasmic protein required for replication of Brome mosaic virus; S. cerevisiae is a model system for studying positive-strand RNA virus replication; null mutation confers sensitivity to tunicamycin and DTT,[],Uncharacterized ORF,S000002474,reverse complement,4.0,583465.0,582791.0,583519.0,582706.0
DOS2,YDR068W,Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm,[],Verified ORF,S000002475,[],4.0,583713.0,584645.0,583662.0,584737.0
DOA4,YDR069C,"Ubiquitin hydrolase; deubiquitinates intralumenal vesicle (ILVs) cargo proteins; required for recycling ubiquitin from proteasome-bound ubiquitinated intermediates, acts at the late endosome/prevacuolar compartment to recover ubiquitin from ubiquitinated membrane proteins destined for the vacuole; DOA4 has a paralog, UBP5, that arose from the whole genome duplication",[],Verified ORF,S000002476,reverse complement,4.0,587719.0,584939.0,587776.0,584638.0
FMP16,YDR070C,"Protein of unknown function; may be involved in responding to conditions of stress; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; protein abundance increases in response to DNA replication stress",[],Verified ORF,S000002477,reverse complement,4.0,588379.0,588098.0,588439.0,587946.0
PAA1,YDR071C,"Polyamine acetyltransferase; acetylates polyamines (e.g. putrescine, spermidine, spermine) and also aralkylamines (e.g. tryptamine, phenylethylamine); may be involved in transcription and/or DNA replication",[],Verified ORF,S000002478,reverse complement,4.0,589402.0,588827.0,589465.0,588742.0
IPT1,YDR072C,"Inositolphosphotransferase; involved in synthesis of mannose-(inositol-P)2-ceramide (M(IP)2C), the most abundant sphingolipid; can mutate to resistance to the antifungals syringomycin E and DmAMP1 and to K. lactis zymocin",[],Verified ORF,S000002479,reverse complement,4.0,591344.0,589761.0,591476.0,589667.0
SNF11,YDR073W,Subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; interacts with a highly conserved 40-residue sequence of Snf2p; relocates to the cytosol under hypoxic conditions,[],Verified ORF,S000002480,[],4.0,592439.0,592948.0,592355.0,593202.0
TPS2,YDR074W,Phosphatase subunit of the trehalose-6-P synthase/phosphatase complex; involved in synthesis of the storage carbohydrate trehalose; expression is induced by stress conditions and repressed by the Ras-cAMP pathway; protein abundance increases in response to DNA replication stress,[],Verified ORF,S000002481,[],4.0,593893.0,596583.0,593662.0,596774.0
PPH3,YDR075W,"Catalytic subunit of protein phosphatase PP4 complex; Pph3p and Psy2p form active complex, Psy4p may provide substrate specificity; regulates recovery from the DNA damage checkpoint, the gene conversion- and single-strand annealing-mediated pathways of meiotic double-strand break repair and efficient Non-Homologous End-Joining (NHEJ) pathway; involved in activation of Gln3p to alleviate nitrogen catabolite repression; Pph3p and Psy2p localize to foci on meiotic chromosomes",[],Verified ORF,S000002482,[],4.0,597156.0,598082.0,596982.0,598241.0
RAD55,YDR076W,Protein that stimulates strand exchange; stimulates strand exchange by stabilizing the binding of Rad51p to single-stranded DNA; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; forms heterodimer with Rad57p,[],Verified ORF,S000002483,[],4.0,598468.0,599688.0,598413.0,600811.0
SED1,YDR077W,"Major stress-induced structural GPI-cell wall glycoprotein; associates with translating ribosomes, possible role in mitochondrial genome maintenance; ORF contains two distinct variable minisatellites; SED1 has a paralog, SPI1, that arose from the whole genome duplication",[],Verified ORF,S000002484,[],4.0,600793.0,601809.0,600762.0,602138.0
SHU2,YDR078C,"Component of Shu complex (aka PCSS complex); Shu complex also includes Psy3, Csm2, Shu1, and promotes error-free DNA repair, Shu complex mediates inhibition of Srs2p function; promotes formation of Rad51p filaments; important for both mitotic and meiotic homologous recombination, and contains a conserved SWIM domain that is necessary for both",[],Verified ORF,S000002485,reverse complement,4.0,602869.0,602198.0,602886.0,602095.0
PET100,YDR079W,"Chaperone that facilitates the assembly of cytochrome c oxidase; integral to the mitochondrial inner membrane; interacts with a subcomplex of subunits VII, VIIa, and VIII (Cox7p, Cox9p, and Cox8p) but not with the holoenzyme",[],Verified ORF,S000002486,[],4.0,603064.0,603399.0,603033.0,603610.0
VPS41,YDR080W,"Subunit of the HOPS endocytic tethering complex; vacuole membrane protein that functions as a Rab GTPase effector, interacting specifically with the GTP-bound conformation of Ypt7p, facilitating tethering, docking and promoting membrane fusion events at the late endosome and vacuole; required for both membrane and protein trafficking; Yck3p-mediated phosphorylation regulates the organization of vacuolar fusion sites",[],Verified ORF,S000002487,[],4.0,604008.0,606986.0,603976.0,607042.0
PDC2,YDR081C,Transcription factor for thiamine-regulated genes; required for expression of the two isoforms of pyruvate decarboxylase (PDC1 and PDC5) along with thiamine biosynthetic genes; binds a DNA sequence in the PDC5 promoter; mutant fails to grow on 2% glucose and thus is scored as inviable under standard conditions,[],Verified ORF,S000002488,reverse complement,4.0,610081.0,607304.0,610168.0,607269.0
STN1,YDR082W,"Telomere end-binding and capping protein; plays a key role with Pol12p in linking telomerase action with completion of lagging strand synthesis, and in a regulatory step required for telomere capping; similar to human Stn1",[],Verified ORF,S000002489,[],4.0,610441.0,611925.0,610349.0,612063.0
RRP8,YDR083W,Nucleolar S-adenosylmethionine-dependent rRNA methyltransferase; methylates adenine (m1A) of the large subunit (LSU) rRNA at position 645; involved in pre-rRNA cleavage at site A2; mutation is synthetically lethal with a gar1 mutation; deletion disrupts telomere maintenance by influencing the expression of neighboring gene STN1,[],Verified ORF,S000002490,[],4.0,612073.0,613251.0,612051.0,613341.0
TVP23,YDR084C,Integral membrane protein; localized to late Golgi vesicles along with the v-SNARE Tlg2p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern,[],Verified ORF,S000002491,reverse complement,4.0,614004.0,613405.0,614038.0,613204.0
AFR1,YDR085C,"Protein required for pheromone-induced projection (shmoo) formation; regulates septin architecture during mating; has an RVXF motif that mediates targeting of Glc7p to mating projections; interacts with Cdc12p; AFR1 has a paralog, YER158C, that arose from the whole genome duplication",[],Verified ORF,S000002492,reverse complement,4.0,616150.0,614288.0,616339.0,614235.0
SSS1,YDR086C,"Subunit of the Sec61p translocation complex (Sec61p-Sss1p-Sbh1p); this complex forms a channel for passage of secretory proteins through the endoplasmic reticulum membrane, and of the Ssh1p complex (Ssh1p-Sbh2p-Sss1p); interacts with Ost4p and Wbp1p",[],Verified ORF,S000002493,reverse complement,4.0,617170.0,616928.0,617242.0,616727.0
RRP1,YDR087C,Essential evolutionarily conserved nucleolar protein; necessary for biogenesis of 60S ribosomal subunits and for processing of pre-rRNAs to mature rRNA; associated with several distinct 66S pre-ribosomal particles,[],Verified ORF,S000002494,reverse complement,4.0,618306.0,617470.0,618343.0,617377.0
SLU7,YDR088C,RNA splicing factor; required for ATP-independent portion of 2nd catalytic step of spliceosomal RNA splicing; interacts with Prp18p; contains zinc knuckle domain,[],Verified ORF,S000002495,reverse complement,4.0,619645.0,618497.0,619828.0,618308.0
VTC5,YDR089W,"Novel subunit of the vacuolar transporter chaperone complex; vacuolar transmembrane protein that regulates biosynthesis of polyphosphate; deletion reduces and overexpression increases polyP accumulation; SPX domain (Syg1, Pho81, Xpr1)-containing protein involved in phosphate homeostasis; relocalizes from vacuole to cytoplasm upon DNA replication stress",[],Verified ORF,S000002496,[],4.0,622112.0,624721.0,622069.0,624813.0
ILT1,YDR090C,Protein of unknown function; deletion confers sensitivity to cationic compounds; green fluorescent protein (GFP)-fusion protein localizes to the plasma membrane,[],Verified ORF,S000002497,reverse complement,4.0,625998.0,625066.0,626112.0,624729.0
RLI1,YDR091C,"Essential Fe-S protein; required for ribosome biogenesis, translation initiation/termination; facilitates binding of multifactor complex (MFC) of initiation factors to small ribosomal subunit; Dom34-Hbs1 complex and Rli1p work in dissociating inactive ribosomes, thereby facilitating translation restart; forms complex with Lto1p and Yae1p; dependency on ROS-labile FeS clusters, activity in nuclear ribosomal-subunit export impaired by mild oxidative stress",[],Verified ORF,S000002498,reverse complement,4.0,628534.0,626708.0,628588.0,626366.0
UBC13,YDR092W,E2 ubiquitin-conjugating enzyme; involved in the error-free DNA postreplication repair pathway; interacts with Mms2p to assemble ubiquitin chains at the Ub Lys-63 residue; DNA damage triggers redistribution from the cytoplasm to the nucleus,[629905 630174],Verified ORF,S000002499,intron sequence removed,4.0,629876.0,630605.0,629842.0,630699.0
